,shap_weighted_ranking,shap_mean_ranking,importance_weighted_ranking,importance_mean_ranking,annotations,count,importance_1-sided,importance_Bent tail,importance_C-shaped,importance_Classical double,importance_Compact Symmetric Object (CSO),importance_Core-dominant,importance_Core-jet,importance_Diffuse,importance_Double,importance_Double-double (DDRG),importance_Fanaroff and Riley Class 0 (FR 0),importance_Fanaroff and Riley Class 1 (FR I),importance_Fanaroff and Riley Class 2 (FR II),importance_Hybrid,importance_Narrow-angle tail (NAT),importance_Odd Radio Circle (ORC),importance_S-shaped,importance_Single,importance_Star Forming Galaxy (SFG),importance_Triple,importance_Wide-angle tail (WAT),importance_X-shaped,importance_mean,importance_weighted,shap_1-sided,shap_Bent tail,shap_C-shaped,shap_Classical double,shap_Compact Symmetric Object (CSO),shap_Core-dominant,shap_Core-jet,shap_Diffuse,shap_Double,shap_Double-double (DDRG),shap_Fanaroff and Riley Class 0 (FR 0),shap_Fanaroff and Riley Class 1 (FR I),shap_Fanaroff and Riley Class 2 (FR II),shap_Hybrid,shap_Narrow-angle tail (NAT),shap_Odd Radio Circle (ORC),shap_S-shaped,shap_Single,shap_Star Forming Galaxy (SFG),shap_Triple,shap_Wide-angle tail (WAT),shap_X-shaped,shap_mean,shap_weighted
68,68,87,109,125,possible,4,0.0009535786749355,2.082640985878942e-05,0.0,0.0009047498751494,0.0,0.0003415253733934,9.501648309311976e-05,5.127348427224884e-05,0.0056639998824884,0.0,0.0,7.053092591048739e-05,0.0004109249444077,0.0,5.59306691172237e-05,0.0,0.0002205191502763,0.0,0.0070616722289212,9.571504383391312e-05,2.6185459198461358e-05,0.0,0.0159724486048563,2.684712688057904,0.0359576503409635,0.0019616212365569,0.0,0.0398373326101115,0.0,0.0096545672523933,0.0071544738823195,0.0052248607853614,0.7125048434215194,0.0,0.0,0.0070379790822538,0.0283547981842892,0.0,0.0020298085277195,0.0,0.0059306113835618,0.0,1.3044211652389832,0.0044161276430653,0.0045104781513656,0.0,2.1689963177404645,392.469377127468
69,69,70,95,100,direction,10,0.0008424109946936,0.0004151901555435,2.5334882351225757e-05,0.0010432880008789,0.0,0.000751610029762,0.0005647311534303,0.001067374811772,0.009398327469029,0.0,0.0,0.0006422013026656,0.0018198351241746,0.0,0.0004910752874628,0.0,0.0019017068079387,0.0,0.0005544383972256,0.0004812664531791,0.0206844579178339,0.000131996918602,0.0408152457065436,3.748051237011536,0.0328767649029684,0.0229309080229567,0.0062860635172239,0.0644318385265351,0.0,0.0345801996224333,0.0462839961900527,0.0467291274987429,1.3212238419437017,0.0,0.0,0.0711835187584379,0.1035439542029314,0.0,0.0100282997480883,0.0,0.057188468751149,0.0,0.1664252708790333,0.0441377039210389,1.1392148907165096,0.005061920831348,3.172126768033152,392.4436422665859
70,70,67,73,75,ambiguous,14,0.0015086239135913,0.0009217752172179,0.0009058791254432,0.0133211692721148,0.0,0.0022578508455967,0.002721549293106,0.0015082143168261,0.0051066874134586,0.0,0.0,0.0015404817381025,0.0142845134012556,0.0,0.0029933133805118,0.0,0.0023970870978211,0.0,0.0003205097173144,0.0141927411688604,0.0006847673489134,0.0005255655461453,0.06519072879628,5.984394943808375,0.0904278389325989,0.0543819637113218,0.0225062875028749,0.6500584545395652,0.0,0.0747754131074196,0.0969323210204086,0.0828064395735746,0.5547101847938535,0.0,0.0,0.1524685892210757,0.6465174906524519,0.0,0.0262601719745888,0.0,0.0881350150434653,0.0,0.1795075969681149,0.8164525200438583,0.061911149588394,0.0146089847465963,3.6124604214201614,389.0571693099957
71,71,55,31,23,curve,5,2.9143842471379224e-05,0.041266879365632,0.1093854052049909,0.0022973769201742,0.0,0.0413404983353837,0.0007040445977292,0.0011406788422258,0.0003217664717434,0.0,0.0,0.0003867992795896,0.0011561588125994,0.0,0.0,0.0,0.0009029840631035,0.0,0.0001124438798239,0.0267019070461709,0.0008006535410416,0.000258873114079,0.2268056133167592,15.105569292192268,0.0041168978267232,1.1516457714455874,1.1477023022037924,0.0552165500398824,0.0,1.0042848368353792,0.0194334845823549,0.0391080552334548,0.075975854020883,0.0,0.0,0.0251371292937078,0.0535392335527278,0.0,0.0,0.0,0.0246307321363319,0.0,0.0374329627438325,1.2243088648237912,0.0261513026727741,0.0026670867472379,4.891351064158461,367.595749509562
72,72,74,85,95,hot,12,0.0028883801342972,0.0014839326987116,0.0018353667244308,0.0034070211899706,0.0,0.0007555045015956,0.0021029080277519,0.0006089495727616,0.0089440680099462,0.0,0.0,0.001403834886906,0.0117391755623494,0.0,0.0017880660181224,0.0,0.0013711610064738,0.0,0.0009681183371405,0.002217261783929,0.0021388459003323,7.231960980166786e-06,0.0436598263156997,4.761249534291412,0.0813616320311666,0.0618434732084661,0.015389483366305,0.1381326832781738,0.0,0.0526495525031905,0.0675297284908665,0.0596132927558726,0.927930061146464,0.0,0.0,0.1276964863820696,0.6623909100589749,0.0,0.0430220523160699,0.0,0.0445452978254006,0.0,0.1428880597768922,0.1287235679781602,0.1002526539537823,0.0011643286583287,2.655133263730185,352.7257452882804
73,73,77,92,94,perturbation,7,0.0005479530989825,0.0002656712246453,0.0004300870074952,0.0004646930895185,0.0,0.0013418141480383,0.0288494970803063,0.0024323710979458,0.0009761915137456,0.0,0.0,0.000233375390569,0.0001920470334784,0.0,0.0003651469779686,0.0,0.0003773146097153,0.0,0.0048926682159831,0.0005218576165834,8.12698926548776e-05,0.0017225597350394,0.0436945177326704,4.122933764419577,0.0269966663539062,0.0159530241376931,0.0052897818696601,0.0234962459886458,0.0,0.0267721349213394,0.9840877823066144,0.0829738844407878,0.1991046819358832,0.0,0.0,0.0221996713550479,0.0212737264626158,0.0,0.0056555605735648,0.0,0.0138229160480675,0.0,0.9392800495722614,0.0488766681001884,0.0168195385869721,0.0103636110777201,2.442965943730969,319.1619135368304
74,74,54,74,51,structure,6,3.28562267801731e-06,0.0007455201557803,0.0001672259507829,0.0002088695400271,0.0,0.0002596951308733,0.0008947627355395,0.0003575382065562,0.0010927240205683,0.0,0.0,0.0092391322441175,0.0007632586790501,0.0,1.7745816661162777e-05,0.0,0.0467045773959316,0.0,0.0015123418510871,0.0011879795360901,0.0542276784088851,0.000402921465449,0.1177852567600779,5.876190902226109,0.0011179444031167,0.0125481704286419,0.0040040838513841,0.0087496728903779,0.0,0.0209705839155282,0.0294340256223329,0.0194722677625584,0.1721733081243878,0.0,0.0,0.4082385726899546,0.0489846515021083,0.0,0.0014975376057067,0.0,1.3485192785146412,0.0,0.3111267470551567,0.0745647350501907,2.456154782895406,0.0057345214307313,4.923290883742224,309.2952327352998
75,75,76,83,90,false,7,0.0183520068160852,0.0008175516006487,0.0002929733483349,0.0004556469071514,0.0,0.0011701804950474,0.0003192355532002,0.0003242722984695,0.0054138438691918,0.0,0.0,0.0004674614625811,0.0148530112870723,0.0,0.0018330690227091,0.0,0.0002175094145616,0.0,0.0002746503299481,0.0005293480342581,0.0013453751607686,0.0009174574770448,0.0475835930770736,4.985599570409251,0.5777508155229434,0.046605663410988,0.0106208123893948,0.0326341597462047,0.0,0.0542083731298627,0.033279892004732,0.0254669028433792,0.4909390885345215,0.0,0.0,0.0614070394074722,1.0078364823314965,0.0,0.0114518575738434,0.0,0.0194105585848603,0.0,0.0866923028961327,0.0393932365367786,0.083061815755411,0.0091666687516004,2.589925669419622,306.1931840859287
76,76,78,81,92,large,10,0.0015885098257895,0.0157740333532363,8.421053601431191e-05,0.0010721612540794,0.0,0.0012446040160268,0.0021398996301093,0.0133128574479025,0.0041930001181316,0.0,0.0,0.0006534651122579,0.0006274512239062,0.0,0.0010640718873892,0.0,0.001457214876465,0.0,0.0006043956704715,0.0007493504098247,0.0001379593638849,0.0007649643075893,0.0454681490330792,5.087766330586906,0.063395217812944,0.6714656384186983,0.0059276457695473,0.0602042897393488,0.0,0.047307225902071,0.0832354701884729,0.5624005316037979,0.4133451206436782,0.0,0.0,0.0900320573932231,0.0560942686961521,0.0,0.017571198229598,0.0,0.0467228519796348,0.0,0.1875184589531551,0.0870293866740792,0.0122404931798638,0.0204031623498665,2.424893017534132,304.3767478022792
77,77,88,112,114,map,5,6.118753755155001e-06,0.0001352709411763,0.0,7.774007175527789e-05,0.0,0.0002051299339766,0.0012411857282089,0.0011631477416181,0.0004768319888666,0.0,0.0,0.0101094096642829,0.0004733095376161,0.0,5.942104318661379e-05,0.0,0.0001767015341959,0.0,0.0051965535680134,0.0009490317938518,0.0007670498015614,0.0008629004419529,0.0218998025440186,2.5814328610918653,0.0007126630452717,0.0079712069377232,0.0,0.005548908134415,0.0,0.0046748686770804,0.0425881666802411,0.0482231278055807,0.0894579717939573,0.0,0.0,0.7063383222276887,0.0390006809227398,0.0,0.0019658836093781,0.0,0.0089915930185005,0.0,1.0524017922182345,0.0372159978761977,0.031494027764735,0.006008338290844,2.0825935490025884,303.17067288144494
78,78,63,38,31,distorted,1,0.000373030588556,0.0786301998335361,0.0,1.2114640969044425e-06,0.0,2.722909779708424e-05,9.74207434601175e-07,0.0006017327673251,9.73145897000596e-05,0.0,0.0,0.0366659698433234,8.76919345349381e-06,0.0,0.0,0.0,0.0,0.0,4.0891545091822373e-07,0.000283688938927,0.048185994224903,0.0006587267457143,0.1655352504102182,11.687734041322203,0.0140307662969094,1.2079008785828165,0.0,0.0002015301748852,0.0,0.0014892032746763,0.000391156461505,0.0218728992877462,0.0230665435751071,0.0,0.0,1.2983302719391678,0.0027119203412136,0.0,0.0,0.0,0.0,0.0,0.000719871392092,0.0235687665122596,1.2288382022092224,0.007080166428812,3.830202176476413,285.78570045262325
79,79,93,115,123,centre,8,3.09829409457353e-05,0.0006095068564081,0.0001055200395194,0.0002451896086265,0.0,0.0002300045869316,0.0011551578662173,0.0002098306121479,0.0084414903371114,0.0,0.0,0.000901577305437,0.0002304435509266,0.0,0.0008292120409626,0.0,0.0009385936498278,0.0,0.0005236154489386,0.0003446568826018,0.001644290013623,3.2534385349011575e-05,0.016472606125575,2.2653382096965538,0.0068830381740055,0.0171848419108678,0.0049145361370785,0.0227209697689181,0.0,0.0115750805391021,0.0361533301988808,0.0158323198921184,1.1560812436604944,0.0,0.0,0.0757997963842713,0.0207118703663695,0.0,0.0084906439465801,0.0,0.0351138310425087,0.0,0.1533810970339199,0.0335954038856346,0.0643223093668554,0.0031872820558525,1.6659475943634583,285.24286653381625
80,80,96,125,129,candidate,3,0.0001457047873793,9.65588092487155e-06,1.7844572579235006e-06,0.0004163018186948,0.0,1.2133901129570717e-06,1.628963868262361e-06,3.699230330627714e-06,0.0001650988241978,0.0,0.0,0.0008093734448723,0.0003257793222964,0.0,0.0021285132791692,0.0,1.6728713970322446e-06,0.0,0.0088942630294583,0.0002302078873507,0.0003626362415103,6.036671192986944e-06,0.0135035701000142,1.9182902610446604,0.0086888741385821,0.0009080791291131,0.0004895824804602,0.0153226807606772,0.0,0.0005598593524369,0.0012992230607777,0.0006875758936032,0.0296816237378132,0.0,0.0,0.0541778834103438,0.0126799748101318,0.0,0.0159099739439499,0.0,0.000407559878781,0.0,1.4304588933564113,0.0103996758723914,0.0289324271594177,0.0005757001347902,1.6111795871196817,278.1260869298412
81,81,75,77,80,strong,9,0.0009239286005668,0.0001443340141985,0.000317289361595,0.0013853803013427,0.0,0.0311348026930197,0.0008909639677765,0.0004714319091943,0.0039085093008495,0.0,0.0,0.0124868487691835,0.0020720914743417,0.0,0.001799383350651,0.0,0.0021481519604288,0.0,0.0007257690132797,0.0015868124404016,0.0003403320291719,3.551727159824412e-05,0.0603715464576001,5.380652974084755,0.0480240290768693,0.0095759522487962,0.0096937606995929,0.0645749458297395,0.0,0.8708541491483207,0.0464985867465796,0.0456074047399712,0.3578740902363618,0.0,0.0,0.7063090497666014,0.1136128362897718,0.0,0.0406307468794581,0.0,0.0473243236124578,0.0,0.1199339574838929,0.0799735016407866,0.0298485184887954,0.0032220007208473,2.5935578536088437,275.05825994149365
82,82,91,119,126,round,11,0.0012076544728018,0.0001028636702657,0.0008390873009835,0.0010042442001086,0.0,0.0006987856648672,0.0004869127044961,0.0005276105156576,0.0023651921377812,0.0,0.0,0.0005913820376139,0.0001703853115187,0.0,0.0001115079637885,0.0,0.0001143037496548,0.0,0.0060776939397724,0.0008080890181715,0.0001005875730515,1.3511633091102793e-05,0.0152198118936249,2.1606699766569366,0.0403179561487823,0.014904275354362,0.0128554320590396,0.0605886834370575,0.0,0.0317323640836326,0.0279775798072544,0.0442562863150816,0.211242168772832,0.0,0.0,0.0796202430623053,0.0261550666594711,0.0,0.0052278830652959,0.0,0.0092615341942596,0.0,1.0560630699628364,0.0766097778526378,0.0154079034468461,0.004338373272107,1.7165585974938016,274.8829524047185
83,83,101,121,135,bend,2,0.0,0.0,0.0,1.6189484344680052e-06,0.0,8.964322069963899e-08,0.0,3.843417983314022e-05,0.0067685594806378,0.0,0.0,2.153681073614664e-06,7.053236749475797e-05,0.0,7.565199126291533e-06,0.0,4.310264050516648e-07,0.0,0.0038587000840424,0.0002353841322913,1.7720392896196432e-05,0.0,0.0110011891354558,2.083847336652286,0.0,0.0,0.0,0.0010773489026919,0.0,0.000320759898032,0.0,0.0030782085942363,0.825430609870156,0.0,0.0,0.0012324619276124,0.0079490358337139,0.0,0.0006947545804241,0.0,0.0002317303877718,0.0,0.5852823848849611,0.0155896754088403,0.0024235954398031,0.0,1.4433105657282432,273.7775047005848
84,84,102,104,124,offset,1,6.255068177333533e-05,0.0,0.0,0.0009475668640969,0.0,0.0,0.0002109557483029,0.0,0.0143173687967356,0.0,0.0,9.461785777574832e-07,0.0002788794076835,0.0,0.0,0.0,0.0,0.0,9.214956713597858e-05,6.898291091011547e-05,0.0003320281437482,0.0,0.0163114282989645,3.0081825628560663,0.0068709973458172,0.0,0.0,0.0387255259940416,0.0,0.0,0.006417066694537,0.0,1.322342392755453,0.0,0.0,0.0003676503952609,0.0142455810708678,0.0,0.0,0.0,0.0,0.0,0.0181579522906157,0.0069690517998587,0.0146249244391235,0.0,1.4287211427855755,273.2386804279609
85,85,71,88,52,chaotic,5,4.953327475589258e-05,0.0003477640756592,0.0010674265244548,0.0002539483430291,0.0,0.0016703248734995,0.0019436054562594,0.0003808801859044,0.0043937725179725,0.0,0.0,0.0011892275884737,0.000946688801794,0.0,0.0018757027271402,0.0,0.0013494727078715,0.0,0.0024138257446766,0.0005411974274028,0.0208030436199128,0.0733891882341114,0.1126156021029186,4.535877539078687,0.0090121823299202,0.0173953726595199,0.0130752875272431,0.0127571801830352,0.0,0.0553851655936456,0.0552714593969971,0.0190566946826527,0.3971356227636616,0.0,0.0,0.0792878827025044,0.0436612474232636,0.0,0.0203958090551164,0.0,0.0640745656099679,0.0,0.4901438288761524,0.03825108892086,0.958275786083572,0.748376602375174,3.0215557761832867,260.36767643692866
86,86,72,53,53,western,1,3.094341184749775e-05,0.0,2.210658776315074e-06,0.0436922203931195,0.0,0.000317989940459,0.0002324435177799,0.0,0.0001496079901928,0.0,0.0,0.0002592912799932,0.0311488351811797,0.0,0.0,0.0,0.0,0.0,7.365558480952848e-06,0.0336082852473184,3.435952241413319e-06,0.0,0.1094526291313892,9.333923892967544,0.0037635519464186,0.0,0.0001486381704741,0.94886189993852,0.0,0.0049161650209056,0.0064950416961445,0.0,0.0207255683407405,0.0,0.0,0.024323746893353,0.9735225181476588,0.0,0.0,0.0,0.0,0.0,0.0013163610494501,0.954777618660235,0.0009044816449406,0.0,2.9397555915088414,257.87707299051965
87,87,73,90,87,dense,6,0.0003468158125763,0.0002728985841348,0.0010613759504886,0.0004646802257143,0.0,0.0014059402066753,0.0001351905674149,0.0002491477205622,0.0017077399584022,0.0,0.0,0.0005197135855306,0.0021577251529405,0.0,0.0001407490783909,0.0,0.0015228025588543,0.0,0.0001149332257187,0.0386493147841173,0.0009082856008334,0.0,0.0496573130123549,4.246191815850436,0.0276711376591226,0.007758953927565,0.015313959242645,0.0312813380501386,0.0,0.0375421754630828,0.0101925133439212,0.0130925381973054,0.2701777922679518,0.0,0.0,0.0422382880443275,0.1156332103055732,0.0,0.0034181511362033,0.0,0.0402959727021742,0.0,0.0352130458195942,1.955289212493936,0.0534198874235848,0.0,2.658538176077126,254.82488669169012
88,88,99,113,120,long,4,0.0004660225295405,0.000605568231568,0.0011320495801915,0.0005989532663499,0.0,0.0007052017290672,0.0003235889403575,0.000334974432659,0.0097541508195286,0.0,0.0,0.0006275209734429,0.0010073737352902,0.0,0.0001450108487317,0.0,0.0003649375546742,0.0,8.440402428337071e-05,0.000769229146849,0.0006110483485061,0.0,0.0175300341610404,2.563515288769909,0.0145737125239446,0.025441313236479,0.0159799746572272,0.0265168229584392,0.0,0.0296244345853583,0.0247396476386153,0.0195060689452081,1.0655351652732092,0.0,0.0,0.0496158536137839,0.0633247606884439,0.0,0.0040368328853221,0.0,0.0066611417868201,0.0,0.0429740085008618,0.0479987553134461,0.0267298104799064,0.0,1.4632583030870658,250.5037233746886
89,89,98,36,71,outside,1,0.0,7.052711826666502e-06,0.0,2.4316125242519583e-06,0.0,0.0006090366975016,0.0,0.0708057872050633,8.510671306562202e-06,0.0,0.0,0.0001255579454381,1.4506510534879214e-05,0.0,0.0001969330752655,0.0,7.155667019612682e-05,0.0,9.538949955391648e-06,2.263611739845557e-05,1.0307856724238295e-06,1.5370160829842062e-05,0.0718899491135133,11.89962306243746,0.0,0.0004351903840102,0.0,0.0005331363835371,0.0,0.0104337911923218,0.0,1.4384462966890148,0.0078783827685696,0.0,0.0,0.0081820943431721,0.0017143672171089,0.0,0.0069020710405575,0.0,0.0019060309084168,0.0,0.0056354819122035,0.0044105183410844,0.0005817909281369,0.001241119501989,1.4883002716101237,245.38077314976823
90,90,108,110,131,fuzzy,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0130811032611335,0.0,0.0,1.1604557059067895e-07,1.805151972572004e-05,0.0,0.0,0.0,0.0,0.0,0.0001091467934778,3.050150364230735e-05,2.1805081532042416e-06,0.0,0.0132410996317033,2.627505156227718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2058874712991978,0.0,0.0,0.0002126580589621,0.0026876919566833,0.0,0.0,0.0,0.0,0.0,0.0142059625575474,0.005340192072383,0.0007773806451252,0.0,1.229111356589899,243.33383343860493
91,91,80,89,85,artefact,5,0.0001199971598267,0.0001244841944024,0.0,0.0001771811342493,0.0,0.0007359553914242,0.0302596640105027,0.0003804877649906,0.0011979876095332,0.0,0.0,0.0002989577145668,0.0153230078210719,0.0,4.4502762743417387e-07,0.0,0.0008682370129729,0.0,0.0003330993132571,0.0004267088041839,0.0003321139995998,0.0001989570190413,0.0507772839772511,4.504483906690758,0.0047576476271811,0.0086966586414906,0.0,0.0104408790316196,0.0,0.0251950343851754,0.9584105986430284,0.0223946859383258,0.1781709472651301,0.0,0.0,0.0240004324384781,0.948884220365022,0.0,0.0001972983716052,0.0,0.0177951584524905,0.0,0.0943898512200157,0.0353195177870976,0.0245846254248332,0.0070628360452381,2.3603003916367324,239.85518576247463
92,92,92,87,104,southeast,1,0.0004157202084336,0.0,0.0,0.00023860549616,0.0,0.0,0.0006201858884016,0.0002309807120746,0.0079175816438115,0.0,0.0,0.0001058802412824,0.0276255700686507,0.0,0.0,0.0,0.0004436454944929,0.0,9.60289959943305e-06,0.0001302264808362,0.0004794959908361,0.0,0.0382174951245794,4.626811426399791,0.0156578407869871,0.0,0.0,0.0090279876551024,0.0,0.0,0.0136963130296884,0.0081383264639934,0.7201920548003332,0.0,0.0,0.0059134429895182,0.8578540851532899,0.0,0.0,0.0,0.0104983455797023,0.0,0.0032784177463414,0.0142183892575858,0.0122491758355058,0.0,1.6707243792980482,239.61092612169932
93,93,103,133,132,oblong,4,0.0,0.0015296437687933,0.0,0.0002447441872292,0.0,0.0003184982512868,0.0003774404489562,0.0011361471985435,0.0003460699089315,0.0,0.0,0.0001436225714635,4.298621615752395e-06,0.0,0.0001628080634986,0.0,0.000544343312098,0.0,0.0057517323588107,0.0004224878047512,6.38595542840315e-05,0.0006645302740783,0.0117102263243413,1.5755038488198043,0.0,0.0354215452784499,0.0,0.0104943010410134,0.0,0.0088358193465416,0.014531740798716,0.043746780890051,0.0559115426371159,0.0,0.0,0.018955470987737,0.0019927393572276,0.0,0.0046776155267833,0.0,0.0135862421437812,0.0,1.122850782188551,0.0226978466414264,0.0091898097828698,0.0113702718712357,1.3742625084915003,233.1538162500178
94,94,111,111,128,relate,1,0.0002692027913888,5.017683000410496e-05,0.0002946212638482,0.0001616270039277,0.0,4.85218848069048e-05,0.0001943646252056,2.667915858038316e-06,0.012536364027048,0.0,0.0,1.0722007461335542e-05,0.0001821571470863,0.0,0.0,0.0,0.0008978182459523,0.0,1.7696815281560898e-05,4.587015218458475e-06,0.0,3.524256075512934e-06,0.014674051829163,2.626708064840564,0.0068714241465,0.001897752351367,0.0037278219445966,0.0086338166275526,0.0,0.0030351522331596,0.0077115086413391,0.0008885020690433,1.1327172865193782,0.0,0.0,0.00346015231635,0.008032185355173,0.0,0.0,0.0,0.0276673604005737,0.0,0.0056276543700877,0.0005847821328888,0.0,0.0001580224119071,1.211013421519917,231.24779716327868
95,95,105,130,133,messy,1,5.418812190099236e-05,0.000585393203574,4.755924068084833e-07,0.0,0.0,2.439042640277876e-05,0.0001380328957128,0.0,9.321663203465313e-05,0.0,0.0,0.0002072554586725,0.000132458846879,0.0,7.753370220186637e-05,0.0,0.0005828169345619,0.0,0.0092526200783534,0.0001365726090171,0.0,0.0,0.0112849545017182,1.8304926853849093,0.008332628996487,0.016696646919254,0.0010460567568433,0.0,0.0,0.0040166242161385,0.0076656713655991,0.0,0.013989204569543,0.0,0.0,0.01025778857479,0.0136132092795498,0.0,0.0013075039425537,0.0,0.0237325321822727,0.0,1.185653534280263,0.0088595199951208,0.0,0.0,1.2951709210784157,225.5734768817528
96,96,82,64,68,hotspot,1,0.0006203336356251,0.0,0.0,0.0001853026025603,0.0,0.0004806462838251,0.0001892291981082,2.4168144699401945e-06,0.0001043993264664,0.0,0.0,0.0001892836470121,0.037962484018538,0.0,0.0,0.0,0.0,0.0,1.7331949548291755e-05,0.0409050832204695,0.0,0.0,0.0806565106966232,7.474831953260407,0.0265398451310625,0.0,0.0,0.0096844895943065,0.0,0.0077057163435091,0.0082788207048433,0.0009221525420906,0.0158591045644871,0.0,0.0,0.0288824600439158,1.112884506807873,0.0,0.0,0.0,0.0,0.0,0.0068051237437904,1.1250729920969291,0.0,0.0,2.342635211572808,220.07044091266224
97,97,94,116,113,composite,12,0.0025379346261097,0.0039719501373641,0.0003770566574782,0.0005674024350842,0.0,0.0004099010671327,0.000961804448908,0.0005050299771626,0.0022201694092814,0.0,0.0,0.0008338849445646,0.0017848584543743,0.0,0.0012049589956869,0.0,0.0009258053690134,0.0,0.0028396019246669,0.0009798977547,0.002119315405383,1.2358449058747225e-05,0.0222519300559694,2.2609721681431814,0.1063464825148981,0.1078566570339153,0.0065300439531537,0.0643304640730233,0.0,0.0340935586995897,0.0561720170929106,0.0562223007952384,0.4295740621049062,0.0,0.0,0.1152704597017302,0.1017286159296425,0.0,0.0176581718782313,0.0,0.0385166010920183,0.0,0.3008212715552952,0.0824886901732426,0.1287414798963422,0.0009697180472752,1.647320594541413,216.6441119798461
98,98,83,40,45,distortion,1,0.0619017913554331,0.0001269488128799,2.6633174781323004e-05,0.000340446572711,0.0,0.0002007388850942,0.059786700861173,0.0,0.0004202777735699,0.0,0.0,0.0003569362739996,1.7618540632311955e-05,0.0,0.0,0.0,1.5055842573290204e-05,0.0,3.76953678934576e-05,1.4664842144499538e-06,0.0002481789189527,0.0,0.1234804888639085,10.982913009344571,1.0148136394853446,0.00342875432843,0.002555024568123,0.012811691513796,0.0,0.0058946236849246,1.143589782827824,0.0,0.0667383186954216,0.0,0.0,0.0256043326219423,0.003069744521131,0.0,0.0,0.0,0.0006256081909134,0.0,0.0087188846541948,0.0004797036478808,0.0058345424119113,0.0,2.294164651151838,209.56246678151123
99,99,115,139,140,same,4,4.79151554963778e-06,9.04542490567236e-06,3.728644469385223e-05,0.0002635489923495,0.0,0.0003742071514461,9.579267003555244e-05,3.340486810745258e-05,0.0005039099996728,0.0,0.0,0.0005122304428785,0.0002931130087527,0.0,0.0006047327600038,0.0,8.152932973301627e-05,0.0,0.0052847289224267,0.0001396599953985,0.000326722784485,5.310296751817286e-05,0.0086178072779573,1.2578399378326417,0.0004562799713398,0.0022228004689933,0.0007624739083314,0.0137561986010874,0.0,0.0168140826622039,0.0082417435530698,0.0053360985878552,0.084250895304157,0.0,0.0,0.0451308704266363,0.0275481700780555,0.0,0.0081600448272081,0.0,0.0031144314006035,0.0,0.9112098475849324,0.0202593855353914,0.0119911858557222,0.0025590257641863,1.161813534529774,196.74494415464625
100,100,117,135,136,rather,4,5.29852942594132e-06,0.0005580453291192,5.8459177954279006e-08,1.4935374369541185e-06,0.0,0.0005298557563903,0.0005388186397386,0.0002691683258538,0.0054985717466526,0.0,0.0,0.0004590806805611,0.000104654159205,0.0,0.0003455546919189,0.0,0.0003279672421481,0.0,0.0006866439354342,0.0003465321944491,0.0007258615917972,2.5152851946447527e-06,0.010400120104504,1.5274531818081678,0.0009983307024803,0.01623725527695,0.0001815491570792,0.0013272252692257,0.0,0.0118526846729508,0.0216427681931291,0.0090295557747433,0.8322009113304865,0.0,0.0,0.0370541463424317,0.0082706085414435,0.0,0.0058439237879193,0.0,0.0129221596347383,0.0,0.0901595861260373,0.0289502863633097,0.034512165225569,0.0001900549331832,1.1113732113316777,196.6795872980115
101,101,106,132,127,detection,7,0.0001369241746496,0.0007432737084829,0.0024385167557329,0.0020024375973171,0.0,0.0009316248295209,0.0008054207164238,0.0006034384251568,0.0008967286528678,0.0,0.0,0.0006298333695756,0.0010522998503095,0.0,0.000179756123859,0.0,0.0004636126732135,0.0,0.003437270623747,0.0002881508075441,0.0001587871949433,0.0004161247114218,0.0151842002147664,1.6220957478125035,0.007335938087647,0.0226572401690846,0.0219659422874602,0.0776004912777032,0.0,0.0349404315103731,0.0310722312446702,0.0496294963458547,0.229128722467849,0.0,0.0,0.0566104982655206,0.0666436619711942,0.0,0.0047796232925777,0.0,0.0292540208557228,0.0,0.563706311604719,0.0185245631195172,0.0264557942658277,0.0078021875391707,1.2481071543048927,187.50115371084945
102,102,79,96,82,offscreen,3,8.791634010450488e-07,0.000158549839968,0.0,5.362864598335847e-06,0.0,0.0010207206486444,0.0010989884546475,4.654023164742041e-06,0.0002469998457334,0.0,0.0,0.000476899779598,0.0198465222720557,0.0,0.0,0.0,0.0016869840565321,0.0,0.0001022858253331,0.0004043306346018,0.0284588887806176,0.0,0.0535120661888961,3.706964754548236,0.0006965342927091,0.0106822246678509,0.0,0.0011504801444783,0.0,0.0248219739224216,0.0412750131339261,0.0009290953784905,0.0414247021695691,0.0,0.0,0.0543266951880757,1.031745297683832,0.0,0.0,0.0,0.0309552034503418,0.0,0.0170362421955857,0.0277884761928591,1.0822326697893196,0.0,2.36506460820946,181.3633793377204
103,103,89,99,44,elliptical,2,1.631667668041297e-05,0.0008780597543818,0.0,2.641315642535545e-05,0.0,3.8339821610836335e-06,0.0001593413325045,0.0001295288734089,9.148294161727948e-06,0.0,0.0,0.0005025283850774,1.8732476226432596e-05,0.0,0.0,0.0,0.0,0.0,0.0054305046775518,0.0002447502132939,0.0005900734515222,0.116918572522806,0.1249278037962019,3.528858387244544,0.0023078250826642,0.0231409480151274,0.0,0.0054664277683705,0.0,0.0011788070183536,0.0097280086137473,0.0090682411593644,0.0070075647263584,0.0,0.0,0.0247455515598038,0.0023537265896425,0.0,0.0,0.0,0.0,0.0,0.7959991893910207,0.01197711074227,0.0161287079261965,0.9761911962115736,1.885293304804493,174.9141430390429
