,subject_ids,amorphous,asymmetric brightness,asymmetric structure,bent,bridge,compact,core,diffuse,double,edge brightened,extended,faint,host,hourglass,jet,lobe,merger,peak,plume,small,tail,traces host galaxy,coordinates
112,71287110,0,0,0,4,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,J203546-525353
113,71287111,0,0,1,0,1,0,0,0,1,0,1,1,2,1,0,0,0,0,0,1,0,1,J203549-565013
114,71287112,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,1,1,0,J203557-540757
115,71287113,0,0,0,4,0,0,0,3,3,0,1,1,3,0,0,0,0,2,0,0,0,0,J203557-580923
116,71287114,0,0,1,1,0,0,2,2,2,1,4,0,4,0,1,0,0,2,1,0,0,0,J203603-581029
117,71287115,0,0,0,3,0,0,0,1,2,0,1,0,3,1,0,0,0,0,0,0,1,0,J203611-532105
118,71287116,0,0,0,0,0,3,1,0,0,0,1,4,4,0,0,0,0,1,0,0,0,2,J203611-570938
119,71287117,0,0,1,0,0,0,0,0,1,1,2,1,3,0,0,0,0,0,0,0,0,0,J203612-571144
120,71287118,0,0,0,0,1,0,1,2,3,1,3,0,1,0,1,0,0,1,1,0,1,0,J203621-564224
121,71287119,0,0,0,1,0,1,1,0,0,0,2,2,2,0,0,0,0,1,0,0,0,0,J203625-530855
122,71287120,0,0,1,0,0,4,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,J203630-570719
123,71287121,1,0,0,0,0,2,1,1,0,0,0,1,4,0,0,0,0,1,0,1,0,0,J203632-541753
124,71287122,0,0,1,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,3,0,J203648-541811
125,71287123,0,1,1,0,1,1,1,0,0,0,1,2,3,0,0,0,0,0,0,1,0,0,J203656-544954
126,71287124,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,J203658-563934
127,71287125,0,0,0,0,1,1,0,0,1,2,0,0,1,0,0,0,0,2,0,0,0,0,J203703-535525
128,71287126,0,0,0,3,1,0,1,2,3,2,0,0,3,0,1,0,0,3,0,1,0,0,J203705-543908
129,71287127,0,0,0,0,0,2,2,0,0,0,1,0,3,0,0,0,0,1,0,1,0,1,J203732-532511
130,71287128,0,0,0,0,0,4,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,J203739-580848
131,71287129,0,0,0,0,0,2,1,0,1,0,0,4,2,0,0,0,0,0,0,2,0,0,J203752-551551
132,71287130,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,1,0,2,J203819-540549
133,71287131,0,0,0,0,0,0,0,1,1,0,4,0,3,0,0,0,0,0,0,0,0,0,J203819-562413
134,71287132,0,0,0,3,1,0,0,3,1,0,2,2,3,0,0,0,0,4,0,0,0,0,J203828-575544
135,71287133,0,0,0,1,1,0,2,5,2,0,5,0,3,0,0,0,0,3,0,0,2,0,J203829-562348
136,71287134,0,0,0,5,1,0,2,0,1,1,1,1,3,0,0,1,0,3,0,2,0,1,J203835-575613
137,71287135,1,0,0,1,0,1,0,3,1,0,0,4,2,0,0,0,0,1,0,0,2,0,J203836-534520
138,71287136,0,0,3,1,1,0,1,0,1,0,2,0,2,1,0,0,0,4,0,0,0,0,J203857-560929
139,71287137,0,0,0,0,0,0,1,4,0,0,1,2,2,0,1,0,0,0,0,0,2,0,J203904-562229
140,71287138,0,0,1,0,1,0,1,2,0,0,8,1,1,0,2,0,0,2,1,1,3,0,J203905-575200
141,71287139,0,1,1,1,0,0,0,0,1,1,3,0,3,0,0,0,0,0,0,0,1,1,J203911-561056
142,71287140,0,0,0,3,0,1,1,0,0,0,2,3,3,0,0,0,0,1,0,2,0,0,J203912-561153
143,71287141,0,0,1,1,0,3,0,1,0,0,3,0,2,0,0,0,0,2,1,0,1,0,J203913-555643
144,71287142,0,0,0,0,0,1,0,3,1,0,3,1,3,0,3,0,0,0,1,0,2,1,J203915-562209
145,71287143,0,0,1,5,0,0,1,0,2,0,3,1,3,0,2,0,0,2,1,0,3,0,J203927-533647
146,71287144,0,2,0,2,1,0,1,0,2,0,4,1,4,0,0,0,0,1,1,0,1,1,J203931-563639
147,71287145,0,0,1,0,0,1,0,0,1,0,1,2,2,0,0,0,0,0,0,2,0,0,J203944-543740
148,71287146,0,0,4,0,0,0,0,0,2,1,4,0,2,0,2,0,0,1,0,0,1,0,J203944-575109
149,71287147,0,0,0,0,0,1,0,0,2,0,6,0,4,0,0,0,0,0,0,0,1,0,J203945-535524
150,71287148,1,0,2,0,0,2,0,0,0,0,1,1,2,0,1,0,0,0,0,1,2,0,J203945-542601
151,71287149,0,0,1,0,0,3,0,0,0,0,2,1,3,0,0,1,0,1,0,0,0,0,J203947-561132
152,71287150,1,0,0,0,0,2,1,0,1,0,0,4,1,0,1,0,0,0,0,1,0,1,J203954-545245
153,71287151,0,0,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,2,J204018-551618
154,71287152,0,0,0,0,0,0,0,3,0,0,3,1,3,0,0,0,0,1,0,0,1,0,J204022-543800
155,71287153,1,0,1,0,0,3,0,0,1,0,0,1,4,0,0,0,0,0,0,2,0,1,J204023-562300
156,71287154,0,0,0,1,1,0,0,0,0,0,2,0,3,0,0,0,2,0,0,0,0,2,J204036-531553
157,71287155,0,0,2,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0,J204039-534614
158,71287156,0,1,0,3,1,0,1,1,3,0,3,1,4,0,0,0,0,2,0,0,1,0,J204043-543349
159,71287157,1,0,0,2,0,2,1,1,0,0,2,2,2,0,0,0,0,0,0,0,2,0,J204058-574632
160,71287158,0,0,0,0,0,1,2,0,1,0,2,0,2,0,0,0,0,1,1,1,1,1,J204100-552231
161,71287159,0,0,0,0,0,2,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,1,J204109-552819
162,71287160,0,0,1,0,0,2,0,0,0,0,0,5,3,0,2,0,0,1,0,3,2,0,J204109-565906
163,71287161,1,1,2,1,0,1,1,0,3,1,4,1,2,1,0,0,0,0,0,0,1,1,J204114-571811
164,71287162,0,0,0,0,0,1,1,0,0,0,0,4,3,0,0,0,0,1,0,1,0,0,J204122-550111
165,71287163,0,1,3,2,1,0,1,2,3,0,2,0,3,1,1,0,0,1,1,0,2,0,J204128-532512
166,71287164,0,0,1,0,0,1,0,0,4,0,2,2,2,0,0,0,0,0,0,1,0,0,J204135-562123
167,71287165,1,0,0,0,0,3,0,0,1,0,0,1,3,0,0,0,2,1,0,0,0,0,J204141-561021
168,71287166,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,3,0,1,1,1,J204149-570002
169,71287167,0,0,1,3,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,2,1,J204151-541323
170,71287168,0,0,0,0,0,0,0,1,1,0,0,4,1,0,1,0,0,0,0,0,1,0,J204153-565230
171,71287169,0,1,2,0,1,1,0,0,4,1,2,1,5,1,0,1,0,2,1,0,1,1,J204153-574458
172,71287170,1,0,0,1,0,0,1,2,0,0,3,1,3,0,1,0,0,0,0,1,2,1,J204158-541501
173,71287171,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,1,1,0,J204234-544111
174,71287172,1,0,1,0,0,1,0,0,0,0,0,4,5,0,0,0,0,0,0,2,2,0,J204255-545409
175,71287173,0,1,2,2,1,1,1,1,2,2,2,1,3,1,0,0,0,2,0,0,0,0,J204255-553844
176,71287174,0,0,3,0,0,0,1,0,1,0,2,0,3,0,3,0,0,2,0,0,2,0,J204256-560436
177,71287175,0,1,2,1,0,0,0,2,1,0,2,1,2,0,0,0,0,1,0,0,1,0,J204302-545020
